taxa	sixhr_dmg	in_6_subset	arabi-defline	baseMean	H1U1_log2FC	I1U1_log2FC	I1H1_log2FC	H6U1_log2FC	I6U1_log2FC	I6H6_log2FC	onehr_dmg	in_1_subset	D_sixhr_dmg	D_in_6_subset	D_onehr_dmg	D_in_1_subset
Vigun08g214300			Chaperonin-like RbcX protein	178.4094247	-0.107650304	0.038881741	0.146532045	-1.998964519	-2.979527912	-0.980563393			-			
Vigun08g216200			"photosystem II stability/assembly factor, chloroplast (HCF136)"	434.3879597	-0.821592395	-0.587242576	0.23434982	-1.850360651	-2.299343154	-0.448982503			-			
Vigun08g216300			photosystem II light harvesting complex gene 2.1	19685.0701	-0.596575923	-0.738167948	-0.141592025	-2.657001558	-4.298220519	-1.641218961			--	In-amplified		
Vigun08g216400			DNA-directed RNA polymerase II	2.395285106	0.274921008	-1.337326182	-1.61224719	-3.390725772	-2.273219751	1.11750602			-			
Vigun08g218900			no annotation	27.64661603	-0.381246471	-0.562747335	-0.181500864	-1.116369366	-0.866204906	0.25016446			-			
Vigun08g219000			no annotation	792.3172315	-0.414566576	-0.345508953	0.069057623	-1.810542736	-3.764260424	-1.953717688			--	In-amplified		
Vigun08g219800			no annotation	21.18286274	0.349909831	0.194998763	-0.154911068	-1.574186507	-1.749734735	-0.175548228			-			
Vigun08g221400			photosystem I light harvesting complex gene 3	33905.51178	-0.452346701	-0.720381865	-0.268035164	-2.552475219	-4.309946034	-1.757470815			--	In-amplified		
Vigun08g221900			UDP-Glycosyltransferase superfamily protein	70.95746792	0.021171311	-0.610832481	-0.632003792	-2.703924148	-2.004316317	0.699607831			-			
Vigun08g224100			glutamate receptor 2	8.067167355	-0.625011785	-2.106881123	-1.481869338	-1.727627623	-1.742283089	-0.014655466			-			
Vigun09g002800			Aldolase-type TIM barrel family protein	86.63842013	-1.428134855	-1.313233829	0.114901026	-1.539287716	-1.088175063	0.451112653			-			
Vigun09g003500			photosystem I light harvesting complex gene 2	4206.940532	-0.572898783	-0.536974281	0.035924502	-1.481275751	-3.44993427	-1.968658519			--	In-amplified		
Vigun09g003800			dicer-like 1	134.2545131	0.096661748	-0.567820158	-0.664481906	-1.229593967	-1.66543944	-0.435845473			-			
Vigun09g004100			Homeodomain-like superfamily protein	942.571857	0.533426221	-0.014182357	-0.547608579	-3.347179628	-3.526885373	-0.179705745			--			
Vigun09g004700			pseudo-response regulator 5	249.1431076	0.377228954	0.385720969	0.008492014	-1.545939018	-1.071777343	0.474161675			-			
Vigun09g005900			no annotation	200.4356103	0.054613933	-0.286771465	-0.341385398	-1.97592659	-1.816840955	0.159085635			-			
Vigun09g006200			no annotation	1057.899468	0.514201537	0.113272571	-0.400928966	-1.002300402	-0.971062192	0.031238211			-			
Vigun09g007000			no annotation	8.847011019	-0.146095264	-0.202143654	-0.056048389	-1.553590219	-1.658778911	-0.105188692			-			
Vigun09g008000			beta-xylosidase 1	17.86757513	-1.244268445	-0.985880532	0.258387913	-1.22425686	-0.825240235	0.399016625			-			
Vigun09g008200			Glycine-rich protein family	76.76148618	-0.422753351	-0.429559033	-0.006805683	-1.212264119	-2.048468578	-0.836204459			-			
Vigun09g012800			Nodulin MtN3 family protein	219.8806957	-0.164343282	-0.464237545	-0.299894263	-4.478626311	-3.611216197	0.867410113			--			
Vigun09g019300			Molybdenum cofactor sulfurase family protein	217.5474235	-0.654181282	-0.816852703	-0.162671421	-1.20180257	-1.980697899	-0.778895329			-			
Vigun09g019600			cationic amino acid transporter 5	61.5316661	-1.064795121	-1.694009645	-0.629214523	-1.272278755	-0.855047899	0.417230856			-			
Vigun09g019800			allantoate amidohydrolase	1130.092957	-0.172081341	-0.261691076	-0.089609736	-1.460730856	-0.776409379	0.684321477			-			
Vigun09g024700			no annotation	1124.768511	-0.283483918	-0.361532305	-0.078048387	-2.737798966	-3.204164305	-0.466365339			--			
Vigun09g026600			NFU domain protein 3	316.8304484	-0.642801766	-0.773293063	-0.130491297	-1.686471993	-2.152928371	-0.466456377			-			
Vigun09g027700			"disease resistance protein (TIR-NBS-LRR class), putative"	31.50475111	0.051152636	-0.364456268	-0.415608903	-1.579676712	-2.240642592	-0.66096588			-			
Vigun09g032200			Eukaryotic protein of unknown function (DUF872)	16.41382693	-0.91364737	-0.378635052	0.535012318	-1.289243929	-0.02201265	1.267231279			-			
Vigun09g032600			xyloglucan endotransglycosylase 6	150.130859	-0.827086725	-0.763022267	0.064064458	-1.300342391	-2.649954892	-1.349612501			-	In-amplified		
Vigun09g032700			no annotation	100.5652128	-0.94398689	-1.320686979	-0.376700089	-1.39767829	-2.445477261	-1.047798971			-	In-amplified		
Vigun09g032900			beta-galactosidase 12	78.50343661	-0.587560541	-1.760470563	-1.172910023	-1.933255981	-1.809425173	0.123830808			-			
Vigun09g033000			polyamine oxidase 5	25.24687335	-0.567809098	-0.745377188	-0.17756809	-1.000049666	-1.192187306	-0.192137641			-			
Vigun09g035200			Lycopene beta/epsilon cyclase protein	342.2222138	-0.446094427	-0.817378967	-0.37128454	-1.55506678	-2.475924447	-0.920857667			-			
Vigun09g036500			no annotation	43.2640861	-1.106859294	-2.13803017	-1.031170876	-1.807578882	-1.958104257	-0.150525375			-			
Vigun09g037000			photosystem II subunit X	8127.786594	-0.698682524	-0.335728684	0.362953841	-2.637623077	-3.639512549	-1.001889472			--	In-amplified		
Vigun09g037200			ELF4-like 3	48.19647468	-0.872566934	-1.060570696	-0.188003762	-1.716970419	-0.79337068	0.923599738			-			
Vigun09g037400			myb domain protein 3	172.2933331	-0.376316028	-0.417199082	-0.040883055	-1.238549535	-1.683099213	-0.444549677			-			
Vigun09g038200			Acyl-CoA N-acyltransferases (NAT) superfamily protein	59.22913547	-0.096093931	-0.584001173	-0.487907241	-1.682668323	-1.560977842	0.121690481			-			
Vigun09g039100			strictosidine synthase-like 4	677.9945297	-0.481655148	-0.55432128	-0.072666132	-1.63192422	-1.781255329	-0.149331108			-			
Vigun09g039200			DEAD/DEAH box RNA helicase family protein	11.34885173	-1.037508358	-1.382189256	-0.344680898	-1.259229041	-0.523708925	0.735520116			-			
Vigun09g041200			no annotation	173.0811076	-1.62129923	-1.771066398	-0.149767168	-5.833623283	-5.244625933	0.58899735			--			
Vigun09g041900			no annotation	141.7330559	-0.323830747	-0.446624464	-0.122793717	-1.225486707	-1.6406538	-0.415167093			-			
Vigun09g042000			Phosphoinositide phosphatase family protein	57.94383463	-0.537770584	-0.688898489	-0.151127904	-1.675586044	-1.805651539	-0.130065496			-			
Vigun09g045200			CBL-interacting protein kinase 1	69.71571499	-0.607224092	-0.107405003	0.499819089	-2.116457055	-0.951800122	1.164656933			-			
Vigun09g045400			pyruvate dehydrogenase kinase	85.21249343	-0.699903553	-0.575924871	0.123978682	-1.272232985	-0.571718738	0.700514247			-			
Vigun09g046800			Transcription factor jumonji (jmj) family protein / zinc finger (C5HC2 type) family protein	28.66046984	-0.472919444	-0.224212412	0.248707032	-1.21638322	-0.705724568	0.510658653			-			
Vigun09g048600			photosystem I subunit K	31099.55631	-0.212712716	-0.563538718	-0.350826003	-1.958268916	-3.166956696	-1.20868778			--	In-amplified		
Vigun09g048900			inositol transporter 2	21.72979985	0.045315475	-0.477148548	-0.522464023	-2.320963238	-1.481644217	0.839319021			-			
Vigun09g049100			inositol transporter 2	1.837020656	-2.3434895	-3.183915902	-0.840426402	-2.875878382	-2.419062282	0.4568161			-			
Vigun09g049900			no annotation	137.299981	0.45787475	-0.13019691	-0.58807166	-1.459137369	-1.508284902	-0.049147534			-			
Vigun09g050900			Mitochondrial transcription termination factor family protein	404.4834868	-0.723787856	-1.014427896	-0.29064004	-1.222405161	-1.610871288	-0.388466127			-			
Vigun09g053800			RING/U-box superfamily protein	112.1011123	-1.510384471	-1.706005296	-0.195620825	-1.411397493	-1.745671555	-0.334274062			-			
Vigun09g054700			adenylate kinase family protein	137.7903455	0.175662563	-0.405829585	-0.581492148	-1.173697747	-1.186428971	-0.012731225			-			
Vigun09g057200			Protein of unknown function (DUF594)	8.458164817	0.302600357	0.300839221	-0.001761136	-3.943438354	-4.828628698	-0.885190344			--			
Vigun09g057700			myo-inositol monophosphatase like 1	78.34037879	-0.49577857	-0.259179575	0.236598995	-1.063510634	-1.080520062	-0.017009429			-			
Vigun09g059100			OBF binding protein 4	7.724989781	-2.603527737	-2.027699089	0.575828648	-1.848477583	-1.881373335	-0.032895752			-			
Vigun09g063400			no annotation	2.547397008	-0.37718659	-3.16393516	-2.78674857	-2.829828842	-2.132540876	0.697287966			-			
Vigun09g063500			SOUL heme-binding family protein	182.4949814	-0.572963762	-0.488746724	0.084217039	-1.916141857	-1.996620493	-0.080478636			-			
Vigun09g064700			Plant haem oxygenase (decyclizing) family protein	727.8447245	-0.218223389	-0.42253841	-0.204315021	-1.658562121	-2.042121191	-0.38355907			-			
Vigun09g065100			Zinc-binding dehydrogenase family protein	24.74511088	-1.932701361	-0.881197458	1.051503903	-1.607590859	-4.024653518	-2.417062659			--	In-amplified		
Vigun09g065300			"Core-2/I-branching beta-1,6-N-acetylglucosaminyltransferase family protein"	42.28680838	-0.734409665	-0.64222592	0.092183745	-1.520514148	-1.654529197	-0.134015049			-			
Vigun09g067100			Leucine-rich repeat protein kinase family protein	13.64121491	-0.848065125	-0.869670759	-0.021605635	-1.854680448	-2.573349936	-0.718669488			-			
Vigun09g068600			temperature-induced lipocalin	251.6254851	-0.416856233	-1.319374194	-0.902517962	-1.10218553	-2.150731199	-1.048545668			-	In-amplified		
Vigun09g069800			Cytochrome P450 superfamily protein	256.9660374	-0.064701076	-0.168656389	-0.103955313	-1.427394805	-2.382907281	-0.955512476			-			
Vigun09g072700			organic cation/carnitine transporter 3	30.15929785	0.853104779	-0.616413827	-1.469518607	-2.735509441	-1.647519153	1.087990287			-			
Vigun09g073400			basic helix-loop-helix (bHLH) DNA-binding superfamily protein	4.775869591	-3.815952601	-2.380222033	1.435730567	-2.521159862	-6.028973358	-3.507813496			--			
Vigun09g075100			cycling DOF factor 3	78.9528347	-0.940817306	-1.46847515	-0.527657845	-2.356488948	-1.940919381	0.415569567			-			
Vigun09g075200			light-harvesting chlorophyll-protein complex I subunit A4	11606.03494	-0.567362464	-0.744284882	-0.176922418	-2.330612248	-3.976277807	-1.645665559			--	In-amplified		
Vigun09g075800			myb domain protein 29	75.62926796	0.383401816	-0.629754386	-1.013156203	-3.050623835	-4.328754796	-1.278130961			--	In-amplified		In-accelerated
Vigun09g078600			homeobox 1	14.82836755	-0.339188451	-0.730480818	-0.391292368	-1.384453242	-1.554830064	-0.170376821			-			
Vigun09g078900			H(+)-ATPase 11	685.5212877	-0.073254589	-0.486722785	-0.413468196	-1.188355258	-1.997622482	-0.809267224			-			
Vigun09g079300			Nodulin-like / Major Facilitator Superfamily protein	19.40826603	-0.219192349	-0.535568541	-0.316376192	-2.368445294	-1.145756013	1.222689281			-			
Vigun09g079400			Nodulin-like / Major Facilitator Superfamily protein	42.9293746	-0.027842955	0.058890166	0.08673312	-1.666343913	-1.340664196	0.325679717			-			
Vigun09g082500			Putative thiol-disulphide oxidoreductase DCC	186.9072928	0.421191813	-0.502017719	-0.923209533	-2.052917088	-3.053188218	-1.00027113			--	In-amplified		
Vigun09g085700			Tetratricopeptide repeat (TPR)-like superfamily protein	134.0283157	0.118636493	-0.336704828	-0.455341322	-1.02252392	-0.891135944	0.131387976			-			
Vigun09g086600			pantothenate kinase 2	162.0766145	-0.374936182	-0.505186026	-0.130249844	-1.035908288	-1.070363093	-0.034454805			-			
Vigun09g091100			Raffinose synthase family protein	47.9695881	-0.314446213	-0.584672439	-0.270226226	-1.230000128	-2.084893992	-0.854893864			-			
Vigun09g093400			plant intracellular ras group-related LRR 1	110.6423267	-0.252715818	-0.194758802	0.057957016	-1.019406697	-1.157209024	-0.137802327			-			
Vigun09g093500			UDP-Glycosyltransferase superfamily protein	37.39732283	-0.215999346	0.251022068	0.467021414	-1.161389752	-0.823336756	0.338052996			-			
Vigun09g093700			no annotation	13118.65412	0.573679721	0.080705561	-0.49297416	-1.187662358	-0.74957765	0.438084708			-			
Vigun09g094500			RAB GTPase homolog E1B	3610.80095	-0.516157383	-0.399930293	0.11622709	-2.187877177	-3.126505555	-0.938628379			--			
Vigun09g096200			protein-l-isoaspartate methyltransferase 1	33.22386829	-0.209512314	-0.642134372	-0.432622058	-1.256057959	-1.290423459	-0.0343655			-			
Vigun09g096800			alpha/beta-Hydrolases superfamily protein	164.7386841	-0.190915352	-0.500541845	-0.309626493	-1.553434774	-1.561584211	-0.008149437			-			
Vigun09g101200			AMP-dependent synthetase and ligase family protein	239.0669059	0.013572954	-0.576030014	-0.589602968	-2.37146493	-2.560258642	-0.188793712			-			
Vigun09g101300			AMP-dependent synthetase and ligase family protein	230.1958232	0.020638219	-0.423790279	-0.444428498	-1.830714829	-1.82151287	0.009201959			-			
Vigun09g101400			Leucine-rich repeat protein kinase family protein	16.33994293	-1.506256193	-0.620630517	0.885625676	-3.866945713	-4.217517268	-0.350571555			--			
Vigun09g103200			homolog of Medicago truncatula MTN3	295.7578761	0.372277355	-0.303943813	-0.676221168	-4.29581149	-4.175670523	0.120140967			--			
Vigun09g106700			Ribosomal protein L14	122.8408726	-0.443371985	-0.975508938	-0.532136953	-1.080049035	-1.288375892	-0.208326858			-			
Vigun09g109500			Glycosyl hydrolase family 38 protein	50.20681483	-0.611810089	-1.307760816	-0.695950727	-1.037364765	-0.716228083	0.321136682			-			
Vigun09g110400			Sec14p-like phosphatidylinositol transfer family protein	29.27476256	-0.016628303	-0.173749646	-0.157121343	-1.497329291	-0.99524337	0.502085921			-			
Vigun09g110600			Rubredoxin-like superfamily protein	83.92576256	-0.403345178	-0.075480337	0.327864841	-2.866583428	-2.899105562	-0.032522134			-			
Vigun09g111300			no annotation	11.24103517	0.296425031	0.790197916	0.493772885	-2.235634986	-1.684665335	0.550969651			-			
Vigun09g113600			NB-ARC domain-containing disease resistance protein	4.715770157	1.05881277	-0.453356589	-1.512169359	-2.624731567	-3.806397954	-1.181666387			--			
Vigun09g114800			Small GTP-binding protein	547.0032725	-0.444082701	-0.483558568	-0.039475868	-1.061162089	-1.239959859	-0.178797771			-			
Vigun09g116200			no annotation	1173.530086	-0.230685254	-0.474278069	-0.243592816	-2.538684342	-2.657469645	-0.118785303			-			
Vigun09g120700			CBS / octicosapeptide/Phox/Bemp1 (PB1) domains-containing protein	248.4504641	0.104975292	-0.326854842	-0.431830134	-1.425073597	-1.743619165	-0.318545568			-			
Vigun09g121100			no annotation	219.2829347	-0.664513747	-0.908403481	-0.243889734	-3.836033067	-3.842549098	-0.006516032			--			
Vigun09g128600			general control non-repressible 5	1031.366487	-0.382145658	-0.755593413	-0.373447755	-1.963834123	-3.235472191	-1.271638068			--	In-amplified		
Vigun09g128700			no annotation	614.0965229	-0.146400487	-0.205393768	-0.058993281	-1.051922652	-1.611637467	-0.559714815			-			
Vigun09g128800			no annotation	45.40993428	-0.427488835	-0.692048896	-0.264560062	-1.316380478	-1.090459378	0.2259211			-			
Vigun09g129900			ABC2 homolog 13	384.3450094	0.066846691	-0.140645911	-0.207492602	-1.043938688	-1.842772412	-0.798833724			-			
Vigun09g130500			AZA-guanine resistant1	71.45198617	-0.966744128	-1.553041882	-0.586297754	-1.074927694	-1.584510579	-0.509582885			-			
Vigun09g132000			no annotation	1451.150206	-0.048199664	-0.304661666	-0.256462002	-3.97711373	-4.359229579	-0.382115848			--			
Vigun09g132500			RING/U-box superfamily protein	374.1601148	-1.20093953	-1.572458535	-0.371519005	-2.354645185	-2.688983375	-0.334338189			-			
Vigun09g132800			no annotation	1880.154178	-0.977542383	-0.152580042	0.824962341	-2.390296973	-2.468611604	-0.078314631			-			
Vigun09g135400			no annotation	24.09512871	-1.105186655	-1.14354102	-0.038354366	-1.871447826	-2.289733248	-0.418285422			-			
Vigun09g136300			"cytochrome P450, family 714, subfamily A, polypeptide 1"	72.37993542	-0.298922308	-0.707629081	-0.408706773	-1.192249653	-2.675092689	-1.482843036			-	In-amplified		
Vigun09g136800			Vacuolar iron transporter (VIT) family protein	19.21276257	-0.82871907	-1.512395326	-0.683676256	-1.115125306	-0.429439232	0.685686073			-			
Vigun09g140000			no annotation	19.99904417	0.050084245	0.176576161	0.126491916	-1.246572766	-0.703118027	0.543454739			-			
Vigun09g140700			Polyketide cyclase/dehydrase and lipid transport superfamily protein	6619.98359	-0.012751348	0.034242916	0.046994264	-2.213677082	-2.216492981	-0.002815899			-			
Vigun09g144500			cytochrome B5 isoform E	1851.086238	-0.092375528	-0.238152766	-0.145777237	-1.272957642	-1.135780217	0.137177425			-			
Vigun09g144800			YELLOW STRIPE like 3	65.09211937	-0.553457638	-1.107860909	-0.554403271	-1.469997749	-1.458997025	0.011000724			-			
Vigun09g145000			P-loop containing nucleoside triphosphate hydrolases superfamily protein	36.46981074	0.429453361	0.633951486	0.204498125	-2.073505624	-1.761257238	0.312248387			-			
Vigun09g145200			Rhodanese/Cell cycle control phosphatase superfamily protein	875.2071278	-0.780687414	-0.763178058	0.017509357	-1.490266474	-2.65205241	-1.161785937			-	In-amplified		
Vigun09g145400			no annotation	99.36256129	0.208597045	-0.503146578	-0.711743623	-1.438477739	-1.457404467	-0.018926728			-			
Vigun09g147400			thylakoid-associated phosphatase 38	236.329639	-0.440728961	-0.700705078	-0.259976117	-1.665698748	-2.372116926	-0.706418178			-			
Vigun09g148100			no annotation	248.0174682	0.052201232	-0.621803968	-0.6740052	-1.071019543	-0.987202845	0.083816698			-			
Vigun09g148500			Ribonuclease P protein subunit P38-related	306.3630061	-1.294355267	-1.686511338	-0.392156071	-1.440991877	-1.795637096	-0.354645219			-			
Vigun09g148900			IQ-domain 21	121.2845325	-1.076863084	-1.193859278	-0.116996195	-1.141112215	-2.29717077	-1.156058555			-	In-amplified		
Vigun09g150400			OBP3-responsive gene 1	287.1425634	-0.503477711	-0.508929995	-0.005452284	-1.855606173	-1.384305808	0.471300366			-			
Vigun09g153000			Nodulin MtN3 family protein	101.4543476	-0.325897488	-0.725437087	-0.3995396	-3.951970423	-3.975109476	-0.023139053			--			
Vigun09g155400			nodulin MtN21 /EamA-like transporter family protein	229.599549	-0.770656067	-1.771839935	-1.001183868	-5.419629888	-6.456075426	-1.036445539			--			
Vigun09g156000			Mog1/PsbP/DUF1795-like photosystem II reaction center PsbP family protein	706.6896362	-0.351727195	-0.356298069	-0.004570874	-1.537262835	-2.156703443	-0.619440608			-			
Vigun09g156800			thioredoxin M-type 4	1042.537314	-0.156612914	-0.570746998	-0.414134084	-1.187863024	-2.491684956	-1.303821931			-	In-amplified		
Vigun09g157500			ACT domain repeat 3	11.12872509	-0.244291245	-1.346708524	-1.102417278	-1.280912087	-1.713441366	-0.432529279			-			
Vigun09g158500			no annotation	121.7084768	-0.243374248	-0.159191069	0.084183179	-2.386022682	-3.336601093	-0.95057841			--			
Vigun09g159100			wall-associated kinase 2	12.09719031	0.477472778	0.411752526	-0.065720252	-1.677840589	-2.024501144	-0.346660556			-			
Vigun09g162400			DPP6 N-terminal domain-like protein	256.0915363	-1.225538736	-1.162894001	0.062644735	-1.319304562	-1.228775737	0.090528825			-			
Vigun09g163900			response regulator 9	101.4437386	-1.25103698	-1.057022321	0.194014658	-1.763100743	-1.484127108	0.278973636			-			
Vigun09g165900			Chlorophyll A-B binding family protein	9934.580203	0.114489915	-0.188704632	-0.303194547	-1.575646678	-2.455649235	-0.880002557			-			
Vigun09g166900			nodulin MtN21 /EamA-like transporter family protein	124.3237517	-0.552041112	-0.824573486	-0.272532374	-1.445157127	-0.821050706	0.624106421			-			
Vigun09g167000			nodulin MtN21 /EamA-like transporter family protein	10.68524746	-1.240415081	-1.189610717	0.050804364	-2.642295305	-3.708817303	-1.066521999			--			
Vigun09g167200			nodulin MtN21 /EamA-like transporter family protein	106.848079	-0.251032913	-0.960309081	-0.709276168	-3.210007564	-3.274212714	-0.06420515			--			
Vigun09g167300			nodulin MtN21 /EamA-like transporter family protein	40.56693786	-0.505020866	-1.154226858	-0.649205992	-3.081304507	-3.750758489	-0.669453982			--			
Vigun09g168400			GRAS family transcription factor	2.31712	-2.425479181	-2.505596615	-0.080117434	-5.892026963	-5.059503218	0.832523745			--			
Vigun09g168500			GRAS family transcription factor	8.746490086	-1.339086537	-2.130500685	-0.791414148	-1.715507258	-2.3467085	-0.631201242			-			
Vigun09g169400			cold shock domain protein 1	2130.395614	-0.631677855	-0.530671107	0.101006748	-1.558444637	-2.055280233	-0.496835596			-			
Vigun09g170600			nitrate reductase 1	2969.498151	-1.251564669	-0.85548167	0.396082999	-3.380411104	-3.632516041	-0.252104937			--			
Vigun09g171900			Chaperone DnaJ-domain superfamily protein	65.69762407	0.062421586	-0.553613948	-0.616035534	-2.545885926	-2.533582229	0.012303697			-			
Vigun09g173200			Heavy metal transport/detoxification superfamily protein	49.69998625	-0.287412909	-0.816523201	-0.529110292	-3.915182072	-4.444486801	-0.52930473			--			
Vigun09g174000			acetyl-CoA carboxylase 1	426.4078117	-0.088645704	-0.088985095	-3.39E-04	-1.60424054	-0.769938933	0.834301608			-			
Vigun09g174100			Protein of unknown function (DUF581)	179.5987303	0.4592157	-0.90904303	-1.36825873	-1.599836084	-1.850677059	-0.250840975			-			In-accelerated
Vigun09g174500			Sec14p-like phosphatidylinositol transfer family protein	42.29155412	-1.109787372	-1.326682786	-0.216895413	-1.746964702	-2.481050652	-0.73408595			-			
Vigun09g175200			Haloacid dehalogenase-like hydrolase (HAD) superfamily protein	10.77221959	-1.688897366	-0.701640635	0.987256731	-2.364038326	-1.301683455	1.062354871			-			
Vigun09g176200			Major facilitator superfamily protein	6.565010998	-1.013655748	-0.2112789	0.802376848	-4.100268296	-3.966884549	0.133383747			--			
Vigun09g176300			Major facilitator superfamily protein	5.779067363	-1.632073657	-3.2170296	-1.584955943	-2.090643082	-5.355387573	-3.264744491			--			
Vigun09g178100			VQ motif-containing protein	149.9203574	-0.329847923	-0.690222914	-0.360374991	-1.490369918	-1.050680806	0.439689113			-			
Vigun09g180000			purine permease 1	99.44808811	-0.087924575	-0.971859724	-0.883935149	-1.971688977	-2.441976778	-0.470287801			-			
Vigun09g181700			no annotation	438.1208883	-1.203854557	-0.914732061	0.289122496	-2.508874105	-2.589556763	-0.080682658			-			
Vigun09g182500			Chaperone DnaJ-domain superfamily protein	54.04306524	0.890278344	0.945953982	0.055675638	-1.167803574	-0.336107586	0.831695988			-			
Vigun09g185900			no annotation	735.5847322	-0.087718685	-0.239919888	-0.152201202	-1.408642612	-1.036441742	0.37220087			-			
Vigun09g187000			Zinc finger (C3HC4-type RING finger) family protein	53.83392593	-0.833308745	-1.42562504	-0.592316295	-1.253631795	-1.574429697	-0.320797902			-			
Vigun09g187900			Leucine-rich repeat transmembrane protein kinase family protein	22.74953447	-0.442914843	-1.075366148	-0.632451305	-1.912905757	-1.813855763	0.099049994			-			
Vigun09g190000			amino acid permease 8	39.01922596	0.454339829	0.186586983	-0.267752847	-1.571870866	-1.3044103	0.267460567			-			
Vigun09g190200			HPT phosphotransmitter 4	11.07074531	0.928821266	-1.183170642	-2.111991908	-4.841094263	-4.718493329	0.122600934			--			In-accelerated
Vigun09g190800			no annotation	32.75019589	-0.768652673	-1.415892709	-0.647240036	-1.883096904	-1.984593326	-0.101496422			-			
Vigun09g191900			SWIM zinc finger family protein / mitogen-activated protein kinase kinase kinase (MAPKKK)-related	53.76673373	-0.195848003	-1.184239437	-0.988391433	-1.729943522	-2.449218892	-0.71927537			-			
Vigun09g193300			tonoplast intrinsic protein 4;1	347.1274257	-0.73869639	-0.584003525	0.154692865	-1.283227165	-1.942467134	-0.659239969			-			
Vigun09g194000			"tocopherol cyclase, chloroplast / vitamin E deficient 1 (VTE1) / sucrose export defective 1 (SXD1)"	185.0140026	0.14713305	-0.272557141	-0.419690191	-1.026545457	-1.044527608	-0.017982152			-			
Vigun09g194200			heat stable protein 1	224.1140583	0.342416228	0.018508615	-0.323907613	-1.341648524	-1.801312063	-0.459663539			-			
Vigun09g196000			Sulfite exporter TauE/SafE family protein	5.135595263	-0.526416105	-1.347119338	-0.820703234	-1.722870526	-0.125206629	1.597663897			-			
Vigun09g196700			Flavin-binding monooxygenase family protein	9.440360509	-0.433168405	-1.111701332	-0.678532928	-2.123366922	-1.338463296	0.784903626			-			
Vigun09g196800			BURP domain-containing protein	1381.326289	-0.42179744	-0.754928766	-0.333131326	-1.766104513	-3.214264192	-1.448159678			--	In-amplified		
Vigun09g197500			Tetratricopeptide repeat (TPR)-like superfamily protein	196.0941027	-0.157433834	-0.415617527	-0.258183693	-1.258502991	-1.00487587	0.253627121			-			
Vigun09g200400			no annotation	68.59906722	0.082901153	-0.848879922	-0.931781075	-1.178135773	-1.08560109	0.092534682			-			
Vigun09g202000			cryptochrome 3	40.8075044	0.312697908	0.340086909	0.027389001	-1.479459582	-1.873583684	-0.394124102			-			
Vigun09g202400			O-Glycosyl hydrolases family 17 protein	8.957632748	-0.625496887	-0.354198202	0.271298685	-1.823792521	-1.058414318	0.765378203			-			
Vigun09g209500			EIN3-binding F box protein 1	691.8953522	0.041650394	0.004028879	-0.037621514	-1.083816399	-0.463133152	0.620683247			-			
Vigun09g210600			"ATPase, F0 complex, subunit B/B\', bacterial/chloroplast"	5574.06893	-0.572318924	-0.440511497	0.131807428	-1.510263357	-2.110014908	-0.599751552			-			
Vigun09g210700			Protein kinase superfamily protein	6.704155686	-1.27706335	-1.596920966	-0.319857616	-1.546531954	-0.662519364	0.884012591			-			
Vigun09g212400			no annotation	200.1823475	-0.602866679	-1.35090745	-0.748040771	-1.892750084	-2.268090655	-0.375340572			-			
Vigun09g215500			WRKY family transcription factor	17.72990358	-0.234324509	-1.365967227	-1.131642717	-1.796153315	-1.434505267	0.361648047			-			
Vigun09g216700			DnaJ/Hsp40 cysteine-rich domain superfamily protein	356.4177865	-0.246110788	-0.511047642	-0.264936854	-2.213098538	-2.132643986	0.080454552			-			
Vigun09g217500			CONSTANS-like 4	1291.557471	-0.169292825	-0.520475224	-0.351182399	-1.530970024	-1.237948003	0.29302202			-			
Vigun09g219000			no annotation	171.2485638	-0.266517368	-0.567848189	-0.301330821	-1.728139508	-2.218242777	-0.490103269			-			
Vigun09g219500			copper transporter 5	649.3083615	-0.612947861	-0.713978872	-0.101031011	-1.442427165	-0.486403772	0.956023393			-			
Vigun09g220000			glycosyl hydrolase 9A4	9.988361259	-0.233272019	-0.897199813	-0.663927794	-1.719032587	-2.610004508	-0.890971921			-			
Vigun09g220700			no annotation	101.0599677	-0.855787766	-0.730829486	0.12495828	-1.734214806	-2.190445392	-0.456230586			-			
Vigun09g220900			cytokinin oxidase 7	103.0389411	-0.46086065	-0.774076318	-0.313215668	-1.451212007	-1.444224745	0.006987262			-			
Vigun09g221400			photosystem II subunit X	6632.541245	-0.516180822	-0.451569089	0.064611733	-1.286030433	-2.221834247	-0.935803814			-			
Vigun09g222400			Mitochondrial substrate carrier family protein	53.55975299	-0.626247191	-0.416645593	0.209601597	-2.06073057	-1.758156489	0.302574081			-			
Vigun09g227500			Zinc finger C-x8-C-x5-C-x3-H type family protein	18.2689569	1.021018832	0.836159931	-0.184858901	-2.583650084	-4.880814389	-2.297164305			--			
Vigun09g237600			heat shock transcription factor  B4	11.47097987	-1.142825676	-0.975417164	0.167408511	-2.062124138	-1.723332034	0.338792104			-			
Vigun09g238200			Thioredoxin superfamily protein	76.63725842	-0.6632034	-0.741466173	-0.078262774	-1.009896743	-1.48399836	-0.474101617			-			
Vigun09g238600			Plant protein of unknown function (DUF827)	322.0449868	-0.123255534	-0.453012932	-0.329757398	-1.01742223	-0.912401944	0.105020286			-			
